transaction_id,user_id,payee,amount,date,day_of_week,category,family_size,has_children
txn_0000026,user_0001,SUPERCUTS #4262,6.67,2023-06-08,Thursday,Personal Care,1,0
txn_0000027,user_0001,WILLIAMS SONOMA,102.98,2023-01-24,Tuesday,Home Improvement,1,0
txn_0000028,user_0001,LOWES #8461,275.02,2023-05-06,Saturday,Home Improvement,1,0
txn_0000029,user_0001,TRANSAMERICA,6.0,2023-08-01,Tuesday,Insurance,1,0
txn_0000030,user_0001,RED CROSS,124.71,2023-03-17,Friday,Charitable Giving,1,0
txn_0000031,user_0001,UNITED WAY,153.39,2023-05-05,Friday,Charitable Giving,1,0
txn_0000032,user_0001,HABITAT HUMANITY,19.71,2023-07-24,Monday,Charitable Giving,1,0
txn_0000033,user_0001,ST JUDE CHILDRENS,2.19,2023-12-02,Saturday,Charitable Giving,1,0
txn_0000034,user_0001,LANDLORD PAYMENT,256.0,2023-04-01,Saturday,Rent / Mortgage,1,0
txn_0000035,user_0001,DOLLAR TREE #42662,32.0,2023-01-26,Thursday,Household Supplies,1,0
txn_0000036,user_0001,PROPERTY TAX PMT,250.0,2023-03-04,Saturday,Property Tax,1,0
txn_0000037,user_0002,PUBLIX #9849,43.2,2023-03-23,Thursday,Groceries,3,1
txn_0000038,user_0002,WHOLE FOODS MKT,90.91,2023-05-01,Monday,Groceries,3,1
txn_0000039,user_0002,KROGER #3471,100.48,2023-05-03,Wednesday,Groceries,3,1
txn_0000040,user_0002,TRADER JOES,104.49,2023-05-07,Sunday,Groceries,3,1
txn_0000041,user_0002,ALDI,69.69,2023-05-13,Saturday,Groceries,3,1
txn_0000042,user_0002,STOP AND SHOP,132.76,2023-05-20,Saturday,Groceries,3,1
txn_0000043,user_0002,KROGER #4505,87.73,2023-05-21,Sunday,Groceries,3,1
txn_0000044,user_0002,WHOLE FOODS MKT,141.36,2023-05-22,Monday,Groceries,3,1
txn_0000045,user_0002,ALDI,152.45,2023-05-27,Saturday,Groceries,3,1
txn_0000046,user_0002,ALDI,85.45,2023-06-21,Wednesday,Groceries,3,1
txn_0000047,user_0002,PUBLIX #9890,28.33,2023-08-19,Saturday,Groceries,3,1
txn_0000048,user_0002,COSTCO WHSE #7812,2.83,2023-09-01,Friday,Groceries,3,1
txn_0000049,user_0002,WALMART GROCERY,0.31,2023-09-24,Sunday,Groceries,3,1
txn_0000050,user_0002,APPLEBEES #9947,18.74,2023-01-04,Wednesday,Dining Out,3,1
txn_0000051,user_0002,DUNKIN #89069,30.64,2023-06-02,Friday,Dining Out,3,1
txn_0000052,user_0002,CHICK-FIL-A #8999,57.69,2023-06-30,Friday,Dining Out,3,1
txn_0000053,user_0002,CHICK-FIL-A #5471,39.79,2023-07-14,Friday,Dining Out,3,1
txn_0000054,user_0002,DOORDASH*RNY204,46.01,2023-07-19,Wednesday,Dining Out,3,1
txn_0000055,user_0002,CHIPOTLE #9751,21.42,2023-08-03,Thursday,Dining Out,3,1
txn_0000056,user_0002,MCDONALDS #61645,2.14,2023-09-02,Saturday,Dining Out,3,1
txn_0000057,user_0002,PIZZA HUT #1444,0.24,2023-10-03,Tuesday,Dining Out,3,1
txn_0000058,user_0002,AMERICAN WATER,62.36,2023-03-11,Saturday,Utilities,3,1
txn_0000059,user_0002,DUKE ENERGY,217.64,2023-08-08,Tuesday,Utilities,3,1
txn_0000060,user_0002,SPECTRUM*60882459,75.0,2023-01-26,Thursday,Phone & Internet,3,1
txn_0000061,user_0002,SHELL OIL 14164775,48.5,2023-01-10,Tuesday,Transport,3,1
txn_0000062,user_0002,CHEVRON #309044,59.19,2023-01-27,Friday,Transport,3,1
txn_0000063,user_0002,SHELL OIL 93394260,49.35,2023-02-05,Sunday,Transport,3,1
txn_0000064,user_0002,BP #350132,94.89,2023-04-25,Tuesday,Transport,3,1
txn_0000065,user_0002,BP #596564,44.37,2023-06-29,Thursday,Transport,3,1
txn_0000066,user_0002,EXXON MOBIL 85694715,100.9,2023-08-29,Tuesday,Transport,3,1
txn_0000067,user_0002,CHEVRON #587623,56.41,2023-10-04,Wednesday,Transport,3,1
txn_0000068,user_0002,SUNOCO #904150,41.75,2023-11-29,Wednesday,Transport,3,1
txn_0000069,user_0002,CIRCLE K #31992,4.64,2023-11-30,Thursday,Transport,3,1
txn_0000070,user_0002,PROGRESSIVE INS,362.95,2023-01-14,Saturday,Vehicle Insurance,3,1
txn_0000071,user_0002,USAA INSURANCE,500,2023-02-25,Saturday,Vehicle Insurance,3,1
txn_0000072,user_0002,FARMERS INS,249.34,2023-03-25,Saturday,Vehicle Insurance,3,1
txn_0000073,user_0002,ALLSTATE INS,24.93,2023-06-09,Friday,Vehicle Insurance,3,1
txn_0000074,user_0002,ALLSTATE INS,2.77,2023-10-24,Tuesday,Vehicle Insurance,3,1
txn_0000075,user_0002,BLUE CROSS BLUE SHIELD,250.0,2023-04-12,Wednesday,Health Insurance,3,1
txn_0000076,user_0002,HBO MAX,18.54,2023-02-22,Wednesday,Streaming,3,1
txn_0000077,user_0002,YOUTUBE PREMIUM,15.71,2023-05-05,Friday,Streaming,3,1
txn_0000078,user_0002,SPOTIFY USA,1.75,2023-12-23,Saturday,Streaming,3,1
txn_0000079,user_0002,AMAZON.COM*MPNSM4,20.0,2023-10-17,Tuesday,Clothing,3,1
txn_0000080,user_0002,PETLAND #634,106.28,2023-03-20,Monday,Pets,3,1
txn_0000081,user_0002,PETLAND #376,26.71,2023-04-01,Saturday,Pets,3,1
txn_0000082,user_0002,VCA ANIMAL HOSP,121.65,2023-08-11,Friday,Pets,3,1
txn_0000083,user_0002,VCA ANIMAL HOSP,40.82,2023-08-24,Thursday,Pets,3,1
txn_0000084,user_0002,BANFIELD PET HOSP,4.54,2023-12-29,Friday,Pets,3,1
txn_0000085,user_0002,ALLSTATE LIFE,175.55,2023-04-04,Tuesday,Insurance,3,1
txn_0000086,user_0002,NEW YORK LIFE,293.19,2023-04-19,Wednesday,Insurance,3,1
txn_0000087,user_0002,STATE FARM LIFE,217.15,2023-05-13,Saturday,Insurance,3,1
txn_0000088,user_0002,ALLSTATE LIFE,129.07,2023-05-22,Monday,Insurance,3,1
txn_0000089,user_0002,STATE FARM LIFE,104.03,2023-05-24,Wednesday,Insurance,3,1
txn_0000090,user_0002,TRANSAMERICA,328.69,2023-06-16,Friday,Insurance,3,1
txn_0000091,user_0002,PRUDENTIAL INS,114.93,2023-06-24,Saturday,Insurance,3,1
txn_0000092,user_0002,PRUDENTIAL INS,170.96,2023-07-01,Saturday,Insurance,3,1
txn_0000093,user_0002,NEW YORK LIFE,268.66,2023-09-07,Thursday,Insurance,3,1
txn_0000094,user_0002,STATE FARM LIFE,51.02,2023-09-11,Monday,Insurance,3,1
txn_0000095,user_0002,TRANSAMERICA,5.1,2023-10-12,Thursday,Insurance,3,1
txn_0000096,user_0002,PRUDENTIAL INS,0.51,2023-11-02,Thursday,Insurance,3,1
txn_0000097,user_0002,TRANSAMERICA,0.06,2023-12-26,Tuesday,Insurance,3,1
txn_0000098,user_0002,WEALTHFRONT,500,2023-05-05,Friday,Savings,3,1
txn_0000099,user_0002,CHARLES SCHWAB,346.83,2023-06-06,Tuesday,Savings,3,1
txn_0000100,user_0002,BETTERMENT,71.04,2023-07-27,Thursday,Savings,3,1
txn_0000101,user_0002,WEALTHFRONT,248.31,2023-12-06,Wednesday,Savings,3,1
txn_0000102,user_0002,WEALTHFRONT,242.74,2023-12-21,Thursday,Savings,3,1
txn_0000103,user_0002,SALVATION ARMY,78.1,2023-03-03,Friday,Charitable Giving,3,1
txn_0000104,user_0002,ST JUDE CHILDRENS,209.32,2023-04-09,Sunday,Charitable Giving,3,1
txn_0000105,user_0002,ST JUDE CHILDRENS,119.63,2023-04-29,Saturday,Charitable Giving,3,1
txn_0000106,user_0002,GOODWILL DONAT,79.71,2023-05-09,Tuesday,Charitable Giving,3,1
txn_0000107,user_0002,DOCTORS W/O BRDRS,11.92,2023-06-06,Tuesday,Charitable Giving,3,1
txn_0000108,user_0002,DOCTORS W/O BRDRS,1.32,2023-10-02,Monday,Charitable Giving,3,1
txn_0000109,user_0002,7-ELEVEN #49618,41.27,2023-04-27,Thursday,Tobacco,3,1
txn_0000110,user_0002,CIRCLE K TOBACCO,21.36,2023-06-01,Thursday,Tobacco,3,1
txn_0000111,user_0002,JUUL LABS,2.37,2023-07-04,Tuesday,Tobacco,3,1
txn_0000112,user_0002,RENT PAYMENT,191.67,2023-10-02,Monday,Rent / Mortgage,3,1
txn_0000113,user_0002,DOLLAR GENERAL #72746,95.71,2023-01-07,Saturday,Household Supplies,3,1
txn_0000114,user_0002,DOLLAR GENERAL #54657,58.25,2023-02-22,Wednesday,Household Supplies,3,1
txn_0000115,user_0002,TARGET #1841,41.44,2023-05-26,Friday,Household Supplies,3,1
txn_0000116,user_0002,WALMART #8827,4.14,2023-09-09,Saturday,Household Supplies,3,1
txn_0000117,user_0002,AMAZON.COM*3OCWBF,0.46,2023-10-21,Saturday,Household Supplies,3,1
txn_0000118,user_0002,PROPERTY TAX PMT,191.67,2023-10-16,Monday,Property Tax,3,1
txn_0000119,user_0002,GOOGLE*SERVICES,15.12,2023-04-26,Wednesday,Other,3,1
txn_0000120,user_0002,GOOGLE*SERVICES,34.88,2023-07-14,Friday,Other,3,1
txn_0000121,user_0002,CASH APP*49KWV0,72.44,2023-09-25,Monday,Other,3,1
txn_0000122,user_0002,VENMO*PAYMENT,55.24,2023-11-02,Thursday,Other,3,1
txn_0000123,user_0002,AMAZON*MISC,47.32,2023-11-13,Monday,Other,3,1
txn_0000124,user_0003,WALMART GROCERY,54.39,2023-02-08,Wednesday,Groceries,1,0
txn_0000125,user_0003,ALDI,119.1,2023-03-22,Wednesday,Groceries,1,0
txn_0000126,user_0003,COSTCO WHSE #8699,46.62,2023-03-30,Thursday,Groceries,1,0
txn_0000127,user_0003,SAFEWAY #1534,91.89,2023-10-10,Tuesday,Groceries,1,0
txn_0000128,user_0003,SUBWAY #13390,20.12,2023-01-21,Saturday,Dining Out,1,0
txn_0000129,user_0003,STARBUCKS #40005,46.65,2023-05-20,Saturday,Dining Out,1,0
txn_0000130,user_0003,OLIVE GARDEN #1339,46.43,2023-05-28,Sunday,Dining Out,1,0
txn_0000131,user_0003,DUNKIN #98117,32.53,2023-06-05,Monday,Dining Out,1,0
txn_0000132,user_0003,SUBWAY #85529,45.56,2023-06-07,Wednesday,Dining Out,1,0
txn_0000133,user_0003,MCDONALDS #32962,58.75,2023-06-15,Thursday,Dining Out,1,0
txn_0000134,user_0003,UBER EATS*SPK9P3,51.16,2023-07-26,Wednesday,Dining Out,1,0
txn_0000135,user_0003,STARBUCKS #71605,42.08,2023-08-10,Thursday,Dining Out,1,0
txn_0000136,user_0003,PANERA BREAD #7690,44.09,2023-08-28,Monday,Dining Out,1,0
txn_0000137,user_0003,PANERA BREAD #6260,59.3,2023-09-10,Sunday,Dining Out,1,0
txn_0000138,user_0003,OLIVE GARDEN #2713,30.92,2023-09-14,Thursday,Dining Out,1,0
txn_0000139,user_0003,CHIPOTLE #6403,37.59,2023-10-04,Wednesday,Dining Out,1,0
txn_0000140,user_0003,DOORDASH*YK83TQ,4.34,2023-10-19,Thursday,Dining Out,1,0
txn_0000141,user_0003,PANERA BREAD #5135,0.43,2023-11-01,Wednesday,Dining Out,1,0
txn_0000142,user_0003,PANERA BREAD #2899,0.04,2023-11-03,Friday,Dining Out,1,0
txn_0000145,user_0003,OLIVE GARDEN #9889,0.01,2023-12-25,Monday,Dining Out,1,0
txn_0000146,user_0003,DOMINION ENERGY,68.0,2023-08-25,Friday,Utilities,1,0
txn_0000147,user_0003,COMCAST XFINITY,54.0,2023-01-28,Saturday,Phone & Internet,1,0
txn_0000148,user_0003,CIRCLE K #91609,40.0,2023-09-23,Saturday,Transport,1,0
txn_0000149,user_0003,PLANNED PARENTHOOD,25.0,2023-09-13,Wednesday,Healthcare,1,0
txn_0000150,user_0003,AETNA HEALTH,469.0,2023-01-27,Friday,Health Insurance,1,0
txn_0000151,user_0003,BOWLERO #418,36.51,2023-01-15,Sunday,Entertainment,1,0
txn_0000152,user_0003,AMC THEATRES #7684,22.49,2023-03-04,Saturday,Entertainment,1,0
txn_0000153,user_0003,REGAL CINEMAS #4681,38.67,2023-05-03,Wednesday,Entertainment,1,0
txn_0000154,user_0003,REGAL CINEMAS #8560,99.73,2023-09-06,Wednesday,Entertainment,1,0
txn_0000155,user_0003,REGAL CINEMAS #3522,43.6,2023-11-08,Wednesday,Entertainment,1,0
txn_0000156,user_0003,APPLE.COM/BILL,16.36,2023-02-06,Monday,Streaming,1,0
txn_0000157,user_0003,PARAMOUNT PLUS,21.43,2023-03-11,Saturday,Streaming,1,0
txn_0000158,user_0003,HBO MAX,16.61,2023-03-16,Thursday,Streaming,1,0
txn_0000159,user_0003,NETFLIX.COM,11.14,2023-07-17,Monday,Streaming,1,0
txn_0000160,user_0003,HBO MAX,24.17,2023-08-01,Tuesday,Streaming,1,0
txn_0000161,user_0003,HBO MAX,17.36,2023-09-18,Monday,Streaming,1,0
txn_0000162,user_0003,YOUTUBE PREMIUM,1.74,2023-10-10,Tuesday,Streaming,1,0
txn_0000163,user_0003,YOUTUBE PREMIUM,0.19,2023-11-03,Friday,Streaming,1,0
txn_0000164,user_0003,OLD NAVY #3434,18.33,2023-12-04,Monday,Clothing,1,0
txn_0000165,user_0003,BINNY BEVERAGES,49.74,2023-04-07,Friday,Alcohol,1,0
txn_0000166,user_0003,DRIZLY*ORDER,53.03,2023-06-14,Wednesday,Alcohol,1,0
txn_0000167,user_0003,DRIZLY*ORDER,39.79,2023-07-17,Monday,Alcohol,1,0
txn_0000168,user_0003,BINNY BEVERAGES,77.32,2023-07-31,Monday,Alcohol,1,0
txn_0000169,user_0003,BINNY BEVERAGES,43.69,2023-08-31,Thursday,Alcohol,1,0
txn_0000170,user_0003,BEV MO #607,22.43,2023-12-25,Monday,Alcohol,1,0
txn_0000171,user_0003,MENARDS #9229,45.0,2023-01-19,Thursday,Home Improvement,1,0
txn_0000172,user_0003,PRUDENTIAL INS,309.11,2023-02-21,Tuesday,Insurance,1,0
txn_0000173,user_0003,ALLSTATE LIFE,34.34,2023-06-19,Monday,Insurance,1,0
txn_0000174,user_0003,BETTERMENT,212.45,2023-09-27,Wednesday,Savings,1,0
txn_0000175,user_0003,WMATA SMARTRIP,2.31,2023-03-15,Wednesday,Public Transit,1,0
txn_0000176,user_0003,CTA VENTRA,23.36,2023-07-29,Saturday,Public Transit,1,0
txn_0000177,user_0003,DELTA AIR LINES,25.67,2023-08-29,Tuesday,Travel,1,0
txn_0000178,user_0003,SALVATION ARMY,77.05,2023-01-19,Thursday,Charitable Giving,1,0
txn_0000179,user_0003,DOCTORS W/O BRDRS,148.23,2023-02-06,Monday,Charitable Giving,1,0
txn_0000180,user_0003,RED CROSS,139.62,2023-02-16,Thursday,Charitable Giving,1,0
txn_0000181,user_0003,RED CROSS,180.2,2023-02-20,Monday,Charitable Giving,1,0
txn_0000182,user_0003,LOCAL FOOD BANK,180.32,2023-02-21,Tuesday,Charitable Giving,1,0
txn_0000183,user_0003,RED CROSS,181.73,2023-04-27,Thursday,Charitable Giving,1,0
txn_0000184,user_0003,DOCTORS W/O BRDRS,85.38,2023-08-11,Friday,Charitable Giving,1,0
txn_0000185,user_0003,LOCAL FOOD BANK,29.22,2023-08-16,Wednesday,Charitable Giving,1,0
txn_0000186,user_0003,LOCAL FOOD BANK,2.92,2023-11-13,Monday,Charitable Giving,1,0
txn_0000187,user_0003,HABITAT HUMANITY,0.29,2023-11-21,Tuesday,Charitable Giving,1,0
txn_0000188,user_0003,SALVATION ARMY,0.03,2023-12-17,Sunday,Charitable Giving,1,0
txn_0000189,user_0003,ST JUDE CHILDRENS,0.01,2023-12-27,Wednesday,Charitable Giving,1,0
txn_0000190,user_0003,PROPERTY MGMT CO,381.0,2023-09-29,Friday,Rent / Mortgage,1,0
txn_0000191,user_0003,TARGET #2293,59.37,2023-03-29,Wednesday,Household Supplies,1,0
txn_0000192,user_0003,DOLLAR TREE #60140,28.63,2023-04-03,Monday,Household Supplies,1,0
txn_0000193,user_0003,MEDIUM.COM,22.83,2023-02-07,Tuesday,Reading,1,0
txn_0000194,user_0003,NEW YORK TIMES,10.71,2023-03-22,Wednesday,Reading,1,0
txn_0000195,user_0003,MEDIUM.COM,32.21,2023-06-03,Saturday,Reading,1,0
txn_0000196,user_0003,AUDIBLE*CHGS,7.58,2023-06-26,Monday,Reading,1,0
txn_0000197,user_0003,NEW YORK TIMES,17.76,2023-08-15,Tuesday,Reading,1,0
txn_0000198,user_0003,AUDIBLE*CHGS,11.13,2023-08-27,Sunday,Reading,1,0
txn_0000199,user_0003,BARNES NOBLE #7302,11.17,2023-10-07,Saturday,Reading,1,0
txn_0000200,user_0003,NEW YORK TIMES,3.3,2023-10-28,Saturday,Reading,1,0
txn_0000201,user_0003,AMAZON KINDLE,14.31,2023-12-13,Wednesday,Reading,1,0
txn_0000202,user_0003,PROPERTY TAX PMT,250.0,2023-05-02,Tuesday,Property Tax,1,0
txn_0000203,user_0004,WEGMANS #7484,106.36,2023-01-12,Thursday,Groceries,2,0
txn_0000204,user_0004,SAFEWAY #1132,106.77,2023-06-01,Thursday,Groceries,2,0
txn_0000205,user_0004,HEB #1803,29.54,2023-12-25,Monday,Groceries,2,0
txn_0000206,user_0004,DUNKIN #82641,58.01,2023-01-11,Wednesday,Dining Out,2,0
txn_0000207,user_0004,CHICK-FIL-A #4538,48.78,2023-01-17,Tuesday,Dining Out,2,0
txn_0000208,user_0004,CHICK-FIL-A #6383,53.67,2023-01-20,Friday,Dining Out,2,0
txn_0000209,user_0004,DUNKIN #29340,57.58,2023-01-24,Tuesday,Dining Out,2,0
txn_0000210,user_0004,DUNKIN #88116,50.49,2023-01-26,Thursday,Dining Out,2,0
txn_0000211,user_0004,MCDONALDS #46342,20.04,2023-02-01,Wednesday,Dining Out,2,0
txn_0000212,user_0004,CHIPOTLE #3129,51.95,2023-02-02,Thursday,Dining Out,2,0
txn_0000213,user_0004,DOMINOS #5106,19.42,2023-02-16,Thursday,Dining Out,2,0
txn_0000214,user_0004,DUNKIN #32871,17.81,2023-02-20,Monday,Dining Out,2,0
txn_0000215,user_0004,STARBUCKS #96646,21.18,2023-02-20,Monday,Dining Out,2,0
txn_0000216,user_0004,MCDONALDS #27275,49.36,2023-03-01,Wednesday,Dining Out,2,0
txn_0000217,user_0004,MCDONALDS #56955,50.02,2023-03-04,Saturday,Dining Out,2,0
txn_0000218,user_0004,DUNKIN #41186,45.19,2023-03-06,Monday,Dining Out,2,0
txn_0000219,user_0004,PIZZA HUT #6304,14.83,2023-03-11,Saturday,Dining Out,2,0
txn_0000220,user_0004,MCDONALDS #32838,12.62,2023-03-13,Monday,Dining Out,2,0
txn_0000221,user_0004,SUBWAY #16868,42.21,2023-03-21,Tuesday,Dining Out,2,0
txn_0000222,user_0004,CHIPOTLE #7897,9.4,2023-04-17,Monday,Dining Out,2,0
txn_0000223,user_0004,DOMINOS #2862,51.2,2023-04-19,Wednesday,Dining Out,2,0
txn_0000224,user_0004,APPLEBEES #2041,9.06,2023-04-24,Monday,Dining Out,2,0
txn_0000225,user_0004,UBER EATS*QNVQHW,27.56,2023-05-01,Monday,Dining Out,2,0
txn_0000226,user_0004,APPLEBEES #9543,14.53,2023-05-01,Monday,Dining Out,2,0
txn_0000227,user_0004,SUBWAY #70036,57.96,2023-05-05,Friday,Dining Out,2,0
txn_0000228,user_0004,OLIVE GARDEN #1510,25.43,2023-05-24,Wednesday,Dining Out,2,0
txn_0000229,user_0004,MCDONALDS #72781,30.39,2023-06-04,Sunday,Dining Out,2,0
txn_0000230,user_0004,DOORDASH*PDZP6L,18.4,2023-06-05,Monday,Dining Out,2,0
txn_0000231,user_0004,CHIPOTLE #2076,51.09,2023-06-17,Saturday,Dining Out,2,0
txn_0000232,user_0004,CHIPOTLE #5505,56.11,2023-06-20,Tuesday,Dining Out,2,0
txn_0000233,user_0004,PIZZA HUT #9984,27.61,2023-07-03,Monday,Dining Out,2,0
txn_0000234,user_0004,APPLEBEES #6327,35.2,2023-07-05,Wednesday,Dining Out,2,0
txn_0000235,user_0004,DOORDASH*9TQVDZ,22.41,2023-07-08,Saturday,Dining Out,2,0
txn_0000236,user_0004,OLIVE GARDEN #4522,16.38,2023-07-09,Sunday,Dining Out,2,0
txn_0000237,user_0004,DOORDASH*QIMQOD,58.2,2023-07-10,Monday,Dining Out,2,0
txn_0000238,user_0004,DOORDASH*LJ8YRD,59.89,2023-07-18,Tuesday,Dining Out,2,0
txn_0000239,user_0004,STARBUCKS #22219,61.18,2023-07-24,Monday,Dining Out,2,0
txn_0000240,user_0004,DOORDASH*D03UVU,23.67,2023-08-01,Tuesday,Dining Out,2,0
txn_0000241,user_0004,PANERA BREAD #3002,55.77,2023-08-03,Thursday,Dining Out,2,0
txn_0000242,user_0004,DOORDASH*MX15Z8,52.08,2023-08-16,Wednesday,Dining Out,2,0
txn_0000243,user_0004,PIZZA HUT #6119,33.33,2023-08-21,Monday,Dining Out,2,0
txn_0000244,user_0004,PANERA BREAD #2697,11.4,2023-08-21,Monday,Dining Out,2,0
txn_0000245,user_0004,PIZZA HUT #9313,49.28,2023-08-26,Saturday,Dining Out,2,0
txn_0000246,user_0004,CHICK-FIL-A #3535,19.79,2023-09-08,Friday,Dining Out,2,0
txn_0000247,user_0004,OLIVE GARDEN #8900,44.94,2023-09-11,Monday,Dining Out,2,0
txn_0000248,user_0004,CHICK-FIL-A #2773,44.83,2023-10-03,Tuesday,Dining Out,2,0
txn_0000249,user_0004,PANERA BREAD #7022,29.38,2023-10-04,Wednesday,Dining Out,2,0
txn_0000250,user_0004,STARBUCKS #46512,54.39,2023-10-06,Friday,Dining Out,2,0
txn_0000251,user_0004,PIZZA HUT #4705,38.3,2023-10-17,Tuesday,Dining Out,2,0
txn_0000252,user_0004,DUNKIN #66244,12.24,2023-10-28,Saturday,Dining Out,2,0
txn_0000253,user_0004,DOMINOS #1430,16.9,2023-11-02,Thursday,Dining Out,2,0
txn_0000254,user_0004,PIZZA HUT #5381,1.69,2023-11-09,Thursday,Dining Out,2,0
txn_0000255,user_0004,MCDONALDS #33647,0.17,2023-11-12,Sunday,Dining Out,2,0
txn_0000256,user_0004,SUBWAY #50499,0.02,2023-11-22,Wednesday,Dining Out,2,0
txn_0000266,user_0004,CHIPOTLE #1815,0.01,2023-12-25,Monday,Dining Out,2,0
txn_0000267,user_0004,DOMINION ENERGY,247.63,2023-05-20,Saturday,Utilities,2,0
txn_0000268,user_0004,AMERICAN WATER,60.37,2023-08-15,Tuesday,Utilities,2,0
txn_0000269,user_0004,MINT MOBILE,70.0,2023-11-07,Tuesday,Phone & Internet,2,0
txn_0000270,user_0004,EXXON MOBIL 56328316,55.79,2023-04-21,Friday,Transport,2,0
txn_0000271,user_0004,SPEEDWAY #2816,34.21,2023-09-20,Wednesday,Transport,2,0
txn_0000272,user_0004,PROGRESSIVE INS,201.62,2023-09-07,Thursday,Vehicle Insurance,2,0
txn_0000273,user_0004,STATE FARM INS,399.24,2023-09-27,Wednesday,Vehicle Insurance,2,0
txn_0000274,user_0004,GEICO INSURANCE,80.14,2023-12-08,Friday,Vehicle Insurance,2,0
txn_0000275,user_0004,UNITED HEALTHCARE,622.0,2023-07-22,Saturday,Health Insurance,2,0
txn_0000276,user_0004,NETFLIX.COM,6.07,2023-03-03,Friday,Streaming,2,0
txn_0000277,user_0004,PEACOCK TV,9.54,2023-03-12,Sunday,Streaming,2,0
txn_0000278,user_0004,AMAZON PRIME,26.73,2023-05-29,Monday,Streaming,2,0
txn_0000279,user_0004,HULU,10.66,2023-06-17,Saturday,Streaming,2,0
txn_0000280,user_0004,ROSS STORES #9725,33.33,2023-03-08,Wednesday,Clothing,2,0
txn_0000281,user_0004,CHASE MORTGAGE,216.67,2023-12-27,Wednesday,Rent / Mortgage,2,0
txn_0000282,user_0004,AMAZON.COM*O0PQCL,53.52,2023-07-01,Saturday,Household Supplies,2,0
txn_0000283,user_0004,DOLLAR GENERAL #85156,20.48,2023-12-09,Saturday,Household Supplies,2,0
txn_0000284,user_0004,CITY TAX OFFICE,216.67,2023-07-27,Thursday,Property Tax,2,0
txn_0000285,user_0005,PUBLIX #6179,116.18,2023-02-08,Wednesday,Groceries,2,0
txn_0000286,user_0005,KROGER #8205,65.69,2023-02-22,Wednesday,Groceries,2,0
txn_0000287,user_0005,WHOLE FOODS MKT,82.32,2023-03-16,Thursday,Groceries,2,0
txn_0000288,user_0005,COSTCO WHSE #8245,163.13,2023-03-17,Friday,Groceries,2,0
txn_0000289,user_0005,WEGMANS #5961,48.75,2023-03-30,Thursday,Groceries,2,0
txn_0000290,user_0005,SAFEWAY #1920,160.46,2023-04-01,Saturday,Groceries,2,0
txn_0000291,user_0005,PUBLIX #9312,90.25,2023-04-12,Wednesday,Groceries,2,0
txn_0000292,user_0005,WHOLE FOODS MKT,123.3,2023-05-01,Monday,Groceries,2,0
txn_0000293,user_0005,SAFEWAY #8565,76.11,2023-05-12,Friday,Groceries,2,0
txn_0000294,user_0005,COSTCO WHSE #1616,86.89,2023-06-28,Wednesday,Groceries,2,0
