transaction_id,user_id,payee,amount,date,day_of_week,category,family_size,has_children
txn_0000024,user_0001,OLIVE GARDEN #6085,46.58,2024-05-15,Wednesday,Dining Out,3,1
txn_0000025,user_0001,CHICK-FIL-A #4262,38.5,2024-05-16,Thursday,Dining Out,3,1
txn_0000026,user_0001,CHIPOTLE #1400,13.44,2024-05-22,Wednesday,Dining Out,3,1
txn_0000027,user_0001,MCDONALDS #42092,59.93,2024-05-22,Wednesday,Dining Out,3,1
txn_0000028,user_0001,UBER EATS*W1Q5UZ,45.76,2024-06-05,Wednesday,Dining Out,3,1
txn_0000029,user_0001,DOORDASH*RIXA11,15.52,2024-06-09,Sunday,Dining Out,3,1
txn_0000030,user_0001,STARBUCKS #65724,9.21,2024-06-17,Monday,Dining Out,3,1
txn_0000031,user_0001,CHICK-FIL-A #3881,27.8,2024-06-18,Tuesday,Dining Out,3,1
txn_0000032,user_0001,DUNKIN #77889,38.03,2024-06-19,Wednesday,Dining Out,3,1
txn_0000033,user_0001,UBER EATS*BI4Q2Y,31.18,2024-06-25,Tuesday,Dining Out,3,1
txn_0000034,user_0001,DOMINOS #6198,9.53,2024-06-28,Friday,Dining Out,3,1
txn_0000035,user_0001,DUNKIN #68008,27.55,2024-06-28,Friday,Dining Out,3,1
txn_0000036,user_0001,PIZZA HUT #9270,59.27,2024-07-23,Tuesday,Dining Out,3,1
txn_0000037,user_0001,DOORDASH*3T60RJ,61.45,2024-07-29,Monday,Dining Out,3,1
txn_0000038,user_0001,CHICK-FIL-A #5543,9.43,2024-08-23,Friday,Dining Out,3,1
txn_0000039,user_0001,DUNKIN #78327,27.17,2024-08-28,Wednesday,Dining Out,3,1
txn_0000040,user_0001,UBER EATS*WJCKJL,16.3,2024-10-01,Tuesday,Dining Out,3,1
txn_0000041,user_0001,DOMINOS #2320,1.63,2024-10-24,Thursday,Dining Out,3,1
txn_0000042,user_0001,CHIPOTLE #3471,0.16,2024-11-24,Sunday,Dining Out,3,1
txn_0000043,user_0001,CHICK-FIL-A #7275,0.02,2024-12-03,Tuesday,Dining Out,3,1
txn_0000046,user_0001,STARBUCKS #64377,0.01,2024-12-25,Wednesday,Dining Out,3,1
txn_0000047,user_0001,CITY WATER DEPT,163.99,2024-06-01,Saturday,Utilities,3,1
txn_0000048,user_0001,CITY WATER DEPT,206.38,2024-06-29,Saturday,Utilities,3,1
txn_0000049,user_0001,SOUTHWEST GAS,166.55,2024-07-13,Saturday,Utilities,3,1
txn_0000050,user_0001,NATIONAL GRID,100.95,2024-07-18,Thursday,Utilities,3,1
txn_0000051,user_0001,AMERICAN WATER,167.93,2024-08-02,Friday,Utilities,3,1
txn_0000052,user_0001,NATIONAL GRID,320.12,2024-09-02,Monday,Utilities,3,1
txn_0000053,user_0001,AMEREN ELECTRIC,144.97,2024-10-21,Monday,Utilities,3,1
txn_0000054,user_0001,DOMINION ENERGY,16.11,2024-12-23,Monday,Utilities,3,1
txn_0000055,user_0001,MINT MOBILE,117.42,2024-03-25,Monday,Phone & Internet,3,1
txn_0000056,user_0001,T-MOBILE*AUTO PAY,99.99,2024-07-26,Friday,Phone & Internet,3,1
txn_0000057,user_0001,AT&T*BILL,122.59,2024-12-08,Sunday,Phone & Internet,3,1
txn_0000058,user_0001,VALVOLINE #8136,97.18,2024-01-22,Monday,Transport,3,1
txn_0000059,user_0001,SUNOCO #437960,70.72,2024-02-05,Monday,Transport,3,1
txn_0000060,user_0001,CHEVRON #971084,76.69,2024-02-08,Thursday,Transport,3,1
txn_0000061,user_0001,EXXON MOBIL 47437115,28.05,2024-02-24,Saturday,Transport,3,1
txn_0000062,user_0001,VALVOLINE #4995,57.0,2024-02-25,Sunday,Transport,3,1
txn_0000063,user_0001,VALVOLINE #7209,93.82,2024-03-19,Tuesday,Transport,3,1
txn_0000064,user_0001,CIRCLE K #13761,36.27,2024-03-24,Sunday,Transport,3,1
txn_0000065,user_0001,VALVOLINE #6325,42.85,2024-03-31,Sunday,Transport,3,1
txn_0000066,user_0001,BP #611233,48.5,2024-04-11,Thursday,Transport,3,1
txn_0000067,user_0001,CHEVRON #472060,59.19,2024-05-18,Saturday,Transport,3,1
txn_0000068,user_0001,SUNOCO #456871,49.35,2024-06-08,Saturday,Transport,3,1
txn_0000069,user_0001,SUNOCO #725113,94.89,2024-06-24,Monday,Transport,3,1
txn_0000070,user_0001,SUNOCO #682789,44.37,2024-06-26,Wednesday,Transport,3,1
txn_0000071,user_0001,SHELL OIL 79340535,100.9,2024-07-04,Thursday,Transport,3,1
txn_0000072,user_0001,CHEVRON #189771,56.41,2024-07-08,Monday,Transport,3,1
txn_0000073,user_0001,CHEVRON #855053,91.13,2024-07-11,Thursday,Transport,3,1
txn_0000074,user_0001,SPEEDWAY #9004,60.51,2024-07-22,Monday,Transport,3,1
txn_0000075,user_0001,CHEVRON #824156,83.92,2024-08-03,Saturday,Transport,3,1
txn_0000076,user_0001,VALVOLINE #9041,25.38,2024-08-09,Friday,Transport,3,1
txn_0000077,user_0001,VALVOLINE #1282,100.96,2024-08-10,Saturday,Transport,3,1
txn_0000078,user_0001,EXXON MOBIL 49491631,39.83,2024-08-23,Friday,Transport,3,1
txn_0000079,user_0001,CHEVRON #524045,26.76,2024-09-04,Wednesday,Transport,3,1
txn_0000080,user_0001,CHEVRON #421080,101.41,2024-09-07,Saturday,Transport,3,1
txn_0000081,user_0001,CIRCLE K #72031,24.38,2024-09-16,Monday,Transport,3,1
txn_0000082,user_0001,CIRCLE K #65771,23.61,2024-09-29,Sunday,Transport,3,1
txn_0000083,user_0001,CIRCLE K #56112,41.77,2024-10-02,Wednesday,Transport,3,1
txn_0000084,user_0001,VALVOLINE #5438,91.5,2024-10-16,Wednesday,Transport,3,1
txn_0000085,user_0001,SUNOCO #363615,73.19,2024-10-21,Monday,Transport,3,1
txn_0000086,user_0001,CHEVRON #226516,41.04,2024-10-30,Wednesday,Transport,3,1
txn_0000087,user_0001,CHEVRON #430876,60.78,2024-11-03,Sunday,Transport,3,1
txn_0000088,user_0001,EXXON MOBIL 81922443,30.61,2024-11-11,Monday,Transport,3,1
txn_0000089,user_0001,BP #300845,100.61,2024-11-18,Monday,Transport,3,1
txn_0000090,user_0001,CHEVRON #874483,60.06,2024-11-21,Thursday,Transport,3,1
txn_0000091,user_0001,VALVOLINE #5530,42.52,2024-11-27,Wednesday,Transport,3,1
txn_0000092,user_0001,SUNOCO #205409,51.99,2024-11-29,Friday,Transport,3,1
txn_0000093,user_0001,CHEVRON #410636,42.17,2024-12-12,Thursday,Transport,3,1
txn_0000094,user_0001,CHEVRON #478411,4.22,2024-12-16,Monday,Transport,3,1
txn_0000095,user_0001,BP #416950,0.42,2024-12-19,Thursday,Transport,3,1
txn_0000096,user_0001,SHELL OIL 81690398,0.04,2024-12-22,Sunday,Transport,3,1
txn_0000097,user_0001,BP #387636,0.01,2024-12-28,Saturday,Transport,3,1
txn_0000098,user_0001,TOYOTA FINANCIAL,116.0,2024-01-24,Wednesday,Vehicle Payment,3,1
txn_0000099,user_0001,PROGRESSIVE INS,336.68,2024-01-07,Sunday,Vehicle Insurance,3,1
txn_0000100,user_0001,GEICO INSURANCE,408.71,2024-08-13,Tuesday,Vehicle Insurance,3,1
txn_0000101,user_0001,STATE FARM INS,123.14,2024-08-28,Wednesday,Vehicle Insurance,3,1
txn_0000102,user_0001,PROGRESSIVE INS,298.32,2024-09-02,Monday,Vehicle Insurance,3,1
txn_0000103,user_0001,ALLSTATE INS,33.15,2024-09-09,Monday,Vehicle Insurance,3,1
txn_0000104,user_0001,CVS PHARMACY #29887,42.58,2024-09-09,Monday,Healthcare,3,1
txn_0000105,user_0001,RITE AID #5978,29.51,2024-11-18,Monday,Healthcare,3,1
txn_0000106,user_0001,WALGREENS #42530,307.91,2024-12-17,Tuesday,Healthcare,3,1
txn_0000107,user_0001,UNITED HEALTHCARE,238.45,2024-08-01,Thursday,Health Insurance,3,1
txn_0000108,user_0001,UNITED HEALTHCARE,584.88,2024-11-06,Wednesday,Health Insurance,3,1
txn_0000109,user_0001,REGAL CINEMAS #6153,32.25,2024-01-15,Monday,Entertainment,3,1
txn_0000110,user_0001,TOPGOLF #431,62.82,2024-01-19,Friday,Entertainment,3,1
txn_0000111,user_0001,REGAL CINEMAS #7622,55.4,2024-01-21,Sunday,Entertainment,3,1
txn_0000112,user_0001,AMC THEATRES #9889,54.6,2024-02-11,Sunday,Entertainment,3,1
txn_0000113,user_0001,STUBHUB,97.6,2024-02-23,Friday,Entertainment,3,1
txn_0000114,user_0001,TICKETMASTER,110.97,2024-03-23,Saturday,Entertainment,3,1
txn_0000115,user_0001,AMC THEATRES #4073,40.45,2024-03-30,Saturday,Entertainment,3,1
txn_0000116,user_0001,LIVE NATION,72.97,2024-04-02,Tuesday,Entertainment,3,1
txn_0000117,user_0001,STUBHUB,71.79,2024-05-08,Wednesday,Entertainment,3,1
txn_0000118,user_0001,STUBHUB,85.23,2024-05-17,Friday,Entertainment,3,1
txn_0000119,user_0001,AMC THEATRES #4335,106.6,2024-05-19,Sunday,Entertainment,3,1
txn_0000120,user_0001,TOPGOLF #662,30.4,2024-05-22,Wednesday,Entertainment,3,1
txn_0000121,user_0001,BOWLERO #394,30.74,2024-05-27,Monday,Entertainment,3,1
txn_0000122,user_0001,STUBHUB,77.02,2024-06-04,Tuesday,Entertainment,3,1
txn_0000123,user_0001,STUBHUB,25.18,2024-06-14,Friday,Entertainment,3,1
txn_0000124,user_0001,REGAL CINEMAS #1472,26.9,2024-06-17,Monday,Entertainment,3,1
txn_0000125,user_0001,DAVE AND BUSTERS,16.73,2024-06-27,Thursday,Entertainment,3,1
txn_0000126,user_0001,BOWLERO #418,9.28,2024-07-24,Wednesday,Entertainment,3,1
txn_0000127,user_0001,AMC THEATRES #7684,55.4,2024-07-25,Thursday,Entertainment,3,1
txn_0000128,user_0001,REGAL CINEMAS #4681,70.16,2024-07-28,Sunday,Entertainment,3,1
txn_0000129,user_0001,REGAL CINEMAS #8560,39.0,2024-07-29,Monday,Entertainment,3,1
txn_0000130,user_0001,REGAL CINEMAS #3522,32.84,2024-08-09,Friday,Entertainment,3,1
txn_0000131,user_0001,STUBHUB,81.82,2024-08-11,Sunday,Entertainment,3,1
txn_0000132,user_0001,TOPGOLF #621,81.41,2024-08-12,Monday,Entertainment,3,1
txn_0000133,user_0001,TOPGOLF #525,55.77,2024-08-20,Tuesday,Entertainment,3,1
txn_0000134,user_0001,STUBHUB,79.8,2024-08-28,Wednesday,Entertainment,3,1
txn_0000135,user_0001,STUBHUB,104.16,2024-08-28,Wednesday,Entertainment,3,1
txn_0000136,user_0001,DAVE AND BUSTERS,90.15,2024-09-08,Sunday,Entertainment,3,1
txn_0000137,user_0001,STUBHUB,73.38,2024-09-09,Monday,Entertainment,3,1
txn_0000138,user_0001,BOWLERO #492,77.1,2024-09-10,Tuesday,Entertainment,3,1
txn_0000139,user_0001,DAVE AND BUSTERS,105.17,2024-09-22,Sunday,Entertainment,3,1
txn_0000140,user_0001,BOWLERO #984,52.79,2024-10-08,Tuesday,Entertainment,3,1
txn_0000141,user_0001,REGAL CINEMAS #5526,59.51,2024-10-21,Monday,Entertainment,3,1
txn_0000142,user_0001,TICKETMASTER,5.95,2024-10-22,Tuesday,Entertainment,3,1
txn_0000143,user_0001,LIVE NATION,0.6,2024-10-26,Saturday,Entertainment,3,1
txn_0000144,user_0001,TOPGOLF #940,0.06,2024-10-27,Sunday,Entertainment,3,1
txn_0000145,user_0001,AMC THEATRES #5634,0.01,2024-11-05,Tuesday,Entertainment,3,1
txn_0000152,user_0001,TICKETMASTER,0.01,2024-12-24,Tuesday,Entertainment,3,1
txn_0000153,user_0001,HBO MAX,15.36,2024-01-19,Friday,Streaming,3,1
txn_0000154,user_0001,DISNEY PLUS,12.27,2024-02-05,Monday,Streaming,3,1
txn_0000155,user_0001,SPOTIFY USA,9.18,2024-02-08,Thursday,Streaming,3,1
txn_0000156,user_0001,AMAZON PRIME,20.98,2024-02-11,Sunday,Streaming,3,1
txn_0000157,user_0001,SPOTIFY USA,18.07,2024-03-14,Thursday,Streaming,3,1
txn_0000158,user_0001,SPOTIFY USA,10.22,2024-03-20,Wednesday,Streaming,3,1
txn_0000159,user_0001,PEACOCK TV,22.79,2024-04-30,Tuesday,Streaming,3,1
txn_0000160,user_0001,HULU,5.81,2024-05-15,Wednesday,Streaming,3,1
txn_0000161,user_0001,HBO MAX,22.08,2024-06-11,Tuesday,Streaming,3,1
txn_0000162,user_0001,NETFLIX.COM,21.16,2024-06-22,Saturday,Streaming,3,1
txn_0000163,user_0001,NETFLIX.COM,23.62,2024-07-13,Saturday,Streaming,3,1
txn_0000164,user_0001,APPLE.COM/BILL,13.76,2024-07-22,Monday,Streaming,3,1
txn_0000165,user_0001,NETFLIX.COM,20.2,2024-07-28,Sunday,Streaming,3,1
txn_0000166,user_0001,HBO MAX,23.84,2024-08-28,Wednesday,Streaming,3,1
txn_0000167,user_0001,APPLE.COM/BILL,27.55,2024-09-06,Friday,Streaming,3,1
txn_0000168,user_0001,APPLE.COM/BILL,16.29,2024-09-30,Monday,Streaming,3,1
txn_0000169,user_0001,AMAZON PRIME,5.66,2024-10-04,Friday,Streaming,3,1
txn_0000170,user_0001,HULU,16.45,2024-11-12,Tuesday,Streaming,3,1
txn_0000171,user_0001,DISNEY PLUS,18.49,2024-11-15,Friday,Streaming,3,1
txn_0000172,user_0001,PARAMOUNT PLUS,24.98,2024-11-16,Saturday,Streaming,3,1
txn_0000173,user_0001,AMAZON PRIME,6.52,2024-11-19,Tuesday,Streaming,3,1
txn_0000174,user_0001,YOUTUBE PREMIUM,0.65,2024-11-28,Thursday,Streaming,3,1
txn_0000175,user_0001,HULU,0.07,2024-12-11,Wednesday,Streaming,3,1
txn_0000176,user_0001,HULU,0.01,2024-12-16,Monday,Streaming,3,1
txn_0000177,user_0001,HULU,0.01,2024-12-20,Friday,Streaming,3,1
txn_0000178,user_0001,AMAZON.COM*U0DK0G,27.08,2024-01-12,Friday,Clothing,3,1
txn_0000179,user_0001,WALMART #9837,148.24,2024-01-26,Friday,Clothing,3,1
txn_0000180,user_0001,TJMAXX #9697,109.82,2024-03-11,Monday,Clothing,3,1
txn_0000181,user_0001,GAP #5465,51.85,2024-04-07,Sunday,Clothing,3,1
txn_0000182,user_0001,WALMART #5210,154.66,2024-04-22,Monday,Clothing,3,1
txn_0000183,user_0001,OLD NAVY #5835,36.9,2024-04-27,Saturday,Clothing,3,1
txn_0000184,user_0001,ZARA #6549,85.56,2024-05-26,Sunday,Clothing,3,1
txn_0000185,user_0001,TARGET #8673,53.86,2024-05-31,Friday,Clothing,3,1
txn_0000186,user_0001,TARGET #3306,54.06,2024-05-31,Friday,Clothing,3,1
txn_0000187,user_0001,KOHLS #7511,16.44,2024-06-07,Friday,Clothing,3,1
txn_0000188,user_0001,GAP #6992,138.11,2024-06-29,Saturday,Clothing,3,1
txn_0000189,user_0001,TARGET #7464,152.89,2024-07-22,Monday,Clothing,3,1
txn_0000190,user_0001,AMAZON.COM*JEN0JN,118.67,2024-08-13,Tuesday,Clothing,3,1
txn_0000191,user_0001,H&M #7086,39.17,2024-09-11,Wednesday,Clothing,3,1
txn_0000192,user_0001,TARGET #4830,82.58,2024-10-16,Wednesday,Clothing,3,1
txn_0000193,user_0001,OLD NAVY #1410,67.87,2024-10-21,Monday,Clothing,3,1
txn_0000194,user_0001,NIKE.COM,104.9,2024-11-06,Wednesday,Clothing,3,1
txn_0000195,user_0001,GAP #6374,112.76,2024-11-06,Wednesday,Clothing,3,1
txn_0000196,user_0001,NIKE.COM,79.92,2024-11-17,Sunday,Clothing,3,1
txn_0000197,user_0001,KOHLS #2035,53.27,2024-11-18,Monday,Clothing,3,1
txn_0000198,user_0001,H&M #8606,144.33,2024-11-21,Thursday,Clothing,3,1
txn_0000199,user_0001,ZARA #5951,45.48,2024-12-03,Tuesday,Clothing,3,1
txn_0000200,user_0001,H&M #7689,73.86,2024-12-03,Tuesday,Clothing,3,1
txn_0000201,user_0001,TARGET #3290,12.95,2024-12-13,Friday,Clothing,3,1
txn_0000202,user_0001,AMAZON.COM*8KRD5E,1.29,2024-12-14,Saturday,Clothing,3,1
txn_0000203,user_0001,OLD NAVY #7078,0.13,2024-12-17,Tuesday,Clothing,3,1
txn_0000204,user_0001,H&M #9850,0.01,2024-12-24,Tuesday,Clothing,3,1
txn_0000205,user_0001,CHEWY.COM,61.52,2024-01-17,Wednesday,Pets,3,1
txn_0000206,user_0001,PETSMART #7018,97.39,2024-04-21,Sunday,Pets,3,1
txn_0000207,user_0001,VCA ANIMAL HOSP,32.15,2024-04-30,Tuesday,Pets,3,1
txn_0000208,user_0001,PETLAND #467,61.05,2024-05-23,Thursday,Pets,3,1
txn_0000209,user_0001,PETSMART #7523,25.99,2024-07-08,Monday,Pets,3,1
txn_0000210,user_0001,CHEWY.COM,69.32,2024-07-27,Saturday,Pets,3,1
txn_0000211,user_0001,PETCO #3001,64.58,2024-12-19,Thursday,Pets,3,1
txn_0000212,user_0001,ULTA BEAUTY #8344,73.53,2024-01-09,Tuesday,Personal Care,3,1
txn_0000213,user_0001,SPORT CLIPS #9408,65.04,2024-01-15,Monday,Personal Care,3,1
txn_0000214,user_0001,SEPHORA #2786,15.23,2024-01-27,Saturday,Personal Care,3,1
txn_0000215,user_0001,ULTA BEAUTY #9254,23.42,2024-02-02,Friday,Personal Care,3,1
txn_0000216,user_0001,SUPERCUTS #1710,52.49,2024-02-26,Monday,Personal Care,3,1
txn_0000217,user_0001,SALLY BEAUTY #9543,75.03,2024-02-28,Wednesday,Personal Care,3,1
txn_0000218,user_0001,SPORT CLIPS #8504,12.44,2024-03-05,Tuesday,Personal Care,3,1
txn_0000219,user_0001,SALLY BEAUTY #1510,31.68,2024-03-07,Thursday,Personal Care,3,1
txn_0000220,user_0001,GREAT CLIPS #8847,76.24,2024-03-15,Friday,Personal Care,3,1
txn_0000221,user_0001,ULTA BEAUTY #7984,62.51,2024-03-30,Saturday,Personal Care,3,1
txn_0000222,user_0001,SALLY BEAUTY #2768,22.95,2024-03-30,Saturday,Personal Care,3,1
txn_0000223,user_0001,ULTA BEAUTY #8267,65.43,2024-05-01,Wednesday,Personal Care,3,1
txn_0000224,user_0001,GREAT CLIPS #2323,46.69,2024-05-08,Wednesday,Personal Care,3,1
txn_0000225,user_0001,SPORT CLIPS #3430,48.87,2024-05-15,Wednesday,Personal Care,3,1
txn_0000226,user_0001,GREAT CLIPS #3067,64.29,2024-06-14,Friday,Personal Care,3,1
txn_0000227,user_0001,SPORT CLIPS #9984,9.74,2024-07-02,Tuesday,Personal Care,3,1
txn_0000228,user_0001,SALLY BEAUTY #6327,0.97,2024-08-03,Saturday,Personal Care,3,1
txn_0000229,user_0001,ULTA BEAUTY #9692,0.1,2024-09-26,Thursday,Personal Care,3,1
txn_0000230,user_0001,SPORT CLIPS #8433,0.01,2024-10-03,Thursday,Personal Care,3,1
txn_0000232,user_0001,GREAT CLIPS #2874,0.01,2024-12-04,Wednesday,Personal Care,3,1
txn_0000233,user_0001,WILLIAMS SONOMA,481.1,2024-04-20,Saturday,Home Improvement,3,1
txn_0000234,user_0001,ACE HARDWARE #7779,107.01,2024-08-08,Thursday,Home Improvement,3,1
txn_0000235,user_0001,WAYFAIR*ORDER,11.89,2024-10-09,Wednesday,Home Improvement,3,1
txn_0000236,user_0001,METLIFE INS,293.74,2024-01-04,Thursday,Insurance,3,1
txn_0000237,user_0001,METLIFE INS,153.99,2024-01-16,Tuesday,Insurance,3,1
txn_0000238,user_0001,ALLSTATE LIFE,261.85,2024-01-24,Wednesday,Insurance,3,1
txn_0000239,user_0001,ALLSTATE LIFE,125.89,2024-01-26,Friday,Insurance,3,1
txn_0000240,user_0001,PRUDENTIAL INS,125.88,2024-01-27,Saturday,Insurance,3,1
txn_0000241,user_0001,TRANSAMERICA,107.09,2024-01-29,Monday,Insurance,3,1
txn_0000242,user_0001,PRUDENTIAL INS,334.87,2024-02-05,Monday,Insurance,3,1
txn_0000243,user_0001,STATE FARM LIFE,247.9,2024-02-12,Monday,Insurance,3,1
txn_0000244,user_0001,STATE FARM LIFE,178.61,2024-02-13,Tuesday,Insurance,3,1
txn_0000245,user_0001,PRUDENTIAL INS,53.74,2024-02-16,Friday,Insurance,3,1
txn_0000246,user_0001,NEW YORK LIFE,51.83,2024-02-26,Monday,Insurance,3,1
txn_0000247,user_0001,TRANSAMERICA,164.79,2024-02-28,Wednesday,Insurance,3,1
txn_0000248,user_0001,STATE FARM LIFE,266.74,2024-03-11,Monday,Insurance,3,1
txn_0000249,user_0001,NEW YORK LIFE,145.48,2024-03-13,Wednesday,Insurance,3,1
txn_0000250,user_0001,NEW YORK LIFE,66.42,2024-03-20,Wednesday,Insurance,3,1
txn_0000251,user_0001,TRANSAMERICA,43.55,2024-03-21,Thursday,Insurance,3,1
txn_0000252,user_0001,METLIFE INS,335.86,2024-04-14,Sunday,Insurance,3,1
txn_0000253,user_0001,ALLSTATE LIFE,207.11,2024-04-18,Thursday,Insurance,3,1
txn_0000254,user_0001,PRUDENTIAL INS,242.42,2024-04-20,Saturday,Insurance,3,1
txn_0000255,user_0001,TRANSAMERICA,157.92,2024-04-22,Monday,Insurance,3,1
txn_0000256,user_0001,ALLSTATE LIFE,308.8,2024-05-10,Friday,Insurance,3,1
txn_0000257,user_0001,PRUDENTIAL INS,330.81,2024-05-20,Monday,Insurance,3,1
txn_0000258,user_0001,ALLSTATE LIFE,161.88,2024-05-25,Saturday,Insurance,3,1
txn_0000259,user_0001,PRUDENTIAL INS,322.57,2024-06-06,Thursday,Insurance,3,1
txn_0000260,user_0001,ALLSTATE LIFE,40.77,2024-06-08,Saturday,Insurance,3,1
txn_0000261,user_0001,METLIFE INS,117.77,2024-06-15,Saturday,Insurance,3,1
txn_0000262,user_0001,NEW YORK LIFE,125.86,2024-06-24,Monday,Insurance,3,1
txn_0000263,user_0001,PRUDENTIAL INS,57.77,2024-06-25,Tuesday,Insurance,3,1
txn_0000264,user_0001,NEW YORK LIFE,189.42,2024-07-11,Thursday,Insurance,3,1
txn_0000265,user_0001,PRUDENTIAL INS,74.44,2024-07-21,Sunday,Insurance,3,1
txn_0000266,user_0001,TRANSAMERICA,181.19,2024-07-24,Wednesday,Insurance,3,1
txn_0000267,user_0001,TRANSAMERICA,300.21,2024-07-31,Wednesday,Insurance,3,1
txn_0000268,user_0001,PRUDENTIAL INS,138.14,2024-08-02,Friday,Insurance,3,1
txn_0000269,user_0001,METLIFE INS,205.34,2024-08-05,Monday,Insurance,3,1
txn_0000270,user_0001,ALLSTATE LIFE,61.45,2024-08-08,Thursday,Insurance,3,1
txn_0000271,user_0001,PRUDENTIAL INS,114.81,2024-08-14,Wednesday,Insurance,3,1
txn_0000272,user_0001,ALLSTATE LIFE,97.73,2024-08-20,Tuesday,Insurance,3,1
txn_0000273,user_0001,METLIFE INS,163.89,2024-09-05,Thursday,Insurance,3,1
txn_0000274,user_0001,STATE FARM LIFE,206.87,2024-09-06,Friday,Insurance,3,1
txn_0000275,user_0001,NEW YORK LIFE,274.18,2024-09-19,Thursday,Insurance,3,1
txn_0000276,user_0001,PRUDENTIAL INS,226.68,2024-09-26,Thursday,Insurance,3,1
txn_0000277,user_0001,TRANSAMERICA,244.04,2024-09-28,Saturday,Insurance,3,1
txn_0000278,user_0001,METLIFE INS,205.5,2024-10-17,Thursday,Insurance,3,1
txn_0000279,user_0001,ALLSTATE LIFE,81.93,2024-10-30,Wednesday,Insurance,3,1
txn_0000280,user_0001,PRUDENTIAL INS,8.19,2024-11-01,Friday,Insurance,3,1
txn_0000281,user_0001,ALLSTATE LIFE,0.82,2024-11-06,Wednesday,Insurance,3,1
txn_0000282,user_0001,STATE FARM LIFE,0.08,2024-11-12,Tuesday,Insurance,3,1
txn_0000283,user_0001,PRUDENTIAL INS,0.01,2024-11-20,Wednesday,Insurance,3,1
txn_0000289,user_0001,METLIFE INS,0.01,2024-12-13,Friday,Insurance,3,1
txn_0000290,user_0001,BETTERMENT,500,2024-01-20,Saturday,Savings,3,1
txn_0000291,user_0001,WEALTHFRONT,201.81,2024-01-29,Monday,Savings,3,1
txn_0000292,user_0001,WEALTHFRONT,500,2024-01-30,Tuesday,Savings,3,1
txn_0000293,user_0001,ROBINHOOD,108.88,2024-02-04,Sunday,Savings,3,1
txn_0000294,user_0001,FIDELITY INVEST,465.26,2024-02-07,Wednesday,Savings,3,1
txn_0000295,user_0001,BETTERMENT,399.59,2024-02-09,Friday,Savings,3,1
txn_0000296,user_0001,WEALTHFRONT,184.1,2024-02-16,Friday,Savings,3,1
txn_0000297,user_0001,ROBINHOOD,500,2024-05-20,Monday,Savings,3,1
txn_0000298,user_0001,VANGUARD,284.7,2024-06-04,Tuesday,Savings,3,1
txn_0000299,user_0001,CHARLES SCHWAB,500,2024-06-07,Friday,Savings,3,1
txn_0000300,user_0001,WEALTHFRONT,473.08,2024-06-14,Friday,Savings,3,1
txn_0000301,user_0001,BETTERMENT,154.52,2024-06-29,Saturday,Savings,3,1
txn_0000302,user_0001,WEALTHFRONT,125.79,2024-07-07,Sunday,Savings,3,1
txn_0000303,user_0001,VANGUARD,223.82,2024-07-15,Monday,Savings,3,1
txn_0000304,user_0001,FIDELITY INVEST,171.04,2024-08-13,Tuesday,Savings,3,1
