transaction_id,user_id,payee,amount,date,day_of_week,category,family_size,has_children
txn_0000063,user_0001,ALLSTATE LIFE,47.12,2022-12-20,Tuesday,Insurance,3,1
txn_0000064,user_0001,ROBINHOOD,282.21,2022-02-05,Saturday,Savings,3,1
txn_0000065,user_0001,CHARLES SCHWAB,334.16,2022-07-09,Saturday,Savings,3,1
txn_0000066,user_0001,FIDELITY INVEST,382.55,2022-09-17,Saturday,Savings,3,1
txn_0000067,user_0001,7-ELEVEN #73904,36.4,2022-01-15,Saturday,Tobacco,3,1
txn_0000068,user_0001,7-ELEVEN #56507,35.39,2022-02-14,Monday,Tobacco,3,1
txn_0000069,user_0001,SPEEDWAY TOBACCO,8.73,2022-05-05,Thursday,Tobacco,3,1
txn_0000070,user_0001,SPEEDWAY TOBACCO,40.54,2022-05-06,Friday,Tobacco,3,1
txn_0000071,user_0001,SPEEDWAY TOBACCO,28.44,2022-05-18,Wednesday,Tobacco,3,1
txn_0000072,user_0001,ALTRIA GROUP,35.63,2022-05-23,Monday,Tobacco,3,1
txn_0000073,user_0001,JUUL LABS,31.11,2022-06-15,Wednesday,Tobacco,3,1
txn_0000074,user_0001,SPEEDWAY TOBACCO,21.0,2022-06-22,Wednesday,Tobacco,3,1
txn_0000075,user_0001,ALTRIA GROUP,32.1,2022-07-14,Thursday,Tobacco,3,1
txn_0000076,user_0001,CIRCLE K TOBACCO,30.59,2022-08-19,Friday,Tobacco,3,1
txn_0000077,user_0001,ALTRIA GROUP,3.06,2022-08-26,Friday,Tobacco,3,1
txn_0000078,user_0001,7-ELEVEN #21221,0.31,2022-09-11,Sunday,Tobacco,3,1
txn_0000079,user_0001,7-ELEVEN #63271,0.03,2022-10-19,Wednesday,Tobacco,3,1
txn_0000082,user_0001,7-ELEVEN #72402,0.01,2022-12-09,Friday,Tobacco,3,1
txn_0000083,user_0001,LANDLORD PAYMENT,1300.0,2022-11-27,Sunday,Rent / Mortgage,3,1
txn_0000084,user_0001,CONTAINER STORE,79.57,2022-01-02,Sunday,Household Supplies,3,1
txn_0000085,user_0001,DOLLAR GENERAL #21959,17.28,2022-01-11,Tuesday,Household Supplies,3,1
txn_0000086,user_0001,DOLLAR GENERAL #55607,28.72,2022-01-17,Monday,Household Supplies,3,1
txn_0000087,user_0001,DOLLAR GENERAL #53687,70.57,2022-01-21,Friday,Household Supplies,3,1
txn_0000088,user_0001,WALMART #2713,36.25,2022-02-07,Monday,Household Supplies,3,1
txn_0000089,user_0001,CONTAINER STORE,60.76,2022-02-08,Tuesday,Household Supplies,3,1
txn_0000090,user_0001,TARGET #6403,51.12,2022-02-11,Friday,Household Supplies,3,1
txn_0000091,user_0001,DOLLAR GENERAL #74942,56.25,2022-02-11,Friday,Household Supplies,3,1
txn_0000092,user_0001,WALMART #7561,46.87,2022-02-16,Wednesday,Household Supplies,3,1
txn_0000093,user_0001,CONTAINER STORE,75.39,2022-02-28,Monday,Household Supplies,3,1
txn_0000094,user_0001,CONTAINER STORE,38.44,2022-03-05,Saturday,Household Supplies,3,1
txn_0000095,user_0001,DOLLAR TREE #14809,71.55,2022-03-14,Monday,Household Supplies,3,1
txn_0000096,user_0001,DOLLAR GENERAL #21542,33.11,2022-03-18,Friday,Household Supplies,3,1
txn_0000097,user_0001,WALMART #5135,31.37,2022-03-22,Tuesday,Household Supplies,3,1
txn_0000098,user_0001,WALMART #2899,19.74,2022-03-22,Tuesday,Household Supplies,3,1
txn_0000099,user_0001,CONTAINER STORE,26.14,2022-03-30,Wednesday,Household Supplies,3,1
txn_0000100,user_0001,DOLLAR GENERAL #77449,19.64,2022-03-31,Thursday,Household Supplies,3,1
txn_0000101,user_0001,CONTAINER STORE,56.69,2022-04-03,Sunday,Household Supplies,3,1
txn_0000102,user_0001,AMAZON.COM*XTOGN1,76.83,2022-04-12,Tuesday,Household Supplies,3,1
txn_0000103,user_0001,BED BATH BEYOND,25.48,2022-04-19,Tuesday,Household Supplies,3,1
txn_0000104,user_0001,DOLLAR GENERAL #16764,28.26,2022-04-26,Tuesday,Household Supplies,3,1
txn_0000105,user_0001,TARGET #5375,52.09,2022-04-28,Thursday,Household Supplies,3,1
txn_0000106,user_0001,DOLLAR TREE #27172,73.49,2022-04-29,Friday,Household Supplies,3,1
txn_0000107,user_0001,WALMART #8178,95.92,2022-04-30,Saturday,Household Supplies,3,1
txn_0000108,user_0001,BED BATH BEYOND,55.69,2022-05-03,Tuesday,Household Supplies,3,1
txn_0000109,user_0001,DOLLAR GENERAL #25915,34.19,2022-05-16,Monday,Household Supplies,3,1
txn_0000110,user_0001,AMAZON.COM*9VIFTT,17.95,2022-05-16,Monday,Household Supplies,3,1
txn_0000111,user_0001,AMAZON.COM*I4E8XF,26.28,2022-05-17,Tuesday,Household Supplies,3,1
txn_0000112,user_0001,BED BATH BEYOND,29.25,2022-05-20,Friday,Household Supplies,3,1
txn_0000113,user_0001,WALMART #9337,24.97,2022-05-23,Monday,Household Supplies,3,1
txn_0000114,user_0001,BED BATH BEYOND,10.26,2022-05-25,Wednesday,Household Supplies,3,1
txn_0000115,user_0001,WALMART #7807,56.54,2022-05-28,Saturday,Household Supplies,3,1
txn_0000116,user_0001,CONTAINER STORE,33.41,2022-05-28,Saturday,Household Supplies,3,1
txn_0000117,user_0001,DOLLAR GENERAL #71894,95.71,2022-05-30,Monday,Household Supplies,3,1
txn_0000118,user_0001,TARGET #8483,58.25,2022-06-07,Tuesday,Household Supplies,3,1
txn_0000119,user_0001,DOLLAR TREE #28958,71.07,2022-06-15,Wednesday,Household Supplies,3,1
txn_0000120,user_0001,DOLLAR GENERAL #34983,20.24,2022-08-06,Saturday,Household Supplies,3,1
txn_0000121,user_0001,DOLLAR TREE #76616,86.29,2022-08-10,Wednesday,Household Supplies,3,1
txn_0000122,user_0001,BED BATH BEYOND,52.69,2022-08-12,Friday,Household Supplies,3,1
txn_0000123,user_0001,TARGET #2143,86.67,2022-08-13,Saturday,Household Supplies,3,1
txn_0000124,user_0001,WALMART #7798,60.09,2022-08-13,Saturday,Household Supplies,3,1
txn_0000125,user_0001,WALMART #9318,50.78,2022-08-15,Monday,Household Supplies,3,1
txn_0000126,user_0001,WALMART #1042,48.2,2022-08-22,Monday,Household Supplies,3,1
txn_0000127,user_0001,WALMART #5891,25.41,2022-08-28,Sunday,Household Supplies,3,1
txn_0000128,user_0001,CONTAINER STORE,13.57,2022-08-29,Monday,Household Supplies,3,1
txn_0000129,user_0001,DOLLAR TREE #86011,92.75,2022-08-29,Monday,Household Supplies,3,1
txn_0000130,user_0001,BED BATH BEYOND,51.52,2022-09-10,Saturday,Household Supplies,3,1
txn_0000131,user_0001,DOLLAR GENERAL #29476,82.17,2022-09-14,Wednesday,Household Supplies,3,1
txn_0000132,user_0001,DOLLAR GENERAL #80592,44.66,2022-09-23,Friday,Household Supplies,3,1
txn_0000133,user_0001,DOLLAR GENERAL #55236,15.59,2022-10-04,Tuesday,Household Supplies,3,1
txn_0000134,user_0001,WALMART #9903,65.02,2022-10-06,Thursday,Household Supplies,3,1
txn_0000135,user_0001,DOLLAR GENERAL #69682,13.77,2022-10-10,Monday,Household Supplies,3,1
txn_0000136,user_0001,WALMART #4090,22.28,2022-10-19,Wednesday,Household Supplies,3,1
txn_0000137,user_0001,BED BATH BEYOND,59.09,2022-10-22,Saturday,Household Supplies,3,1
txn_0000138,user_0001,TARGET #7274,36.04,2022-10-24,Monday,Household Supplies,3,1
txn_0000139,user_0001,TARGET #7730,97.46,2022-10-28,Friday,Household Supplies,3,1
txn_0000140,user_0001,AMAZON.COM*LR6N92,19.54,2022-10-29,Saturday,Household Supplies,3,1
txn_0000141,user_0001,BED BATH BEYOND,77.04,2022-11-01,Tuesday,Household Supplies,3,1
txn_0000142,user_0001,TARGET #9115,62.96,2022-11-01,Tuesday,Household Supplies,3,1
txn_0000143,user_0001,AMAZON.COM*E8LD4D,79.38,2022-11-03,Thursday,Household Supplies,3,1
txn_0000144,user_0001,DOLLAR GENERAL #12011,29.09,2022-11-07,Monday,Household Supplies,3,1
txn_0000145,user_0001,BED BATH BEYOND,55.51,2022-11-17,Thursday,Household Supplies,3,1
txn_0000146,user_0001,TARGET #7717,49.1,2022-11-22,Tuesday,Household Supplies,3,1
txn_0000147,user_0001,CONTAINER STORE,32.39,2022-11-28,Monday,Household Supplies,3,1
txn_0000148,user_0001,BED BATH BEYOND,3.24,2022-11-30,Wednesday,Household Supplies,3,1
txn_0000149,user_0001,TARGET #2225,0.32,2022-12-05,Monday,Household Supplies,3,1
txn_0000150,user_0001,DOLLAR GENERAL #44737,0.03,2022-12-05,Monday,Household Supplies,3,1
txn_0000156,user_0001,AMAZON.COM*WIYKID,0.01,2022-12-28,Wednesday,Household Supplies,3,1
txn_0000157,user_0001,AMAZON*MISC,65.0,2022-02-20,Sunday,Other,3,1
txn_0000158,user_0002,WALMART GROCERY,149.65,2022-01-15,Saturday,Groceries,2,0
txn_0000159,user_0002,PUBLIX #1919,79.81,2022-06-03,Friday,Groceries,2,0
txn_0000160,user_0002,SAFEWAY #6873,8.87,2022-12-22,Thursday,Groceries,2,0
txn_0000161,user_0002,UBER EATS*WQY6QK,28.12,2022-03-15,Tuesday,Dining Out,2,0
txn_0000162,user_0002,DOMINOS #3588,15.32,2022-04-29,Friday,Dining Out,2,0
txn_0000163,user_0002,STARBUCKS #67898,36.84,2022-05-04,Wednesday,Dining Out,2,0
txn_0000164,user_0002,PANERA BREAD #5901,38.78,2022-07-15,Friday,Dining Out,2,0
txn_0000165,user_0002,OLIVE GARDEN #7951,51.42,2022-09-12,Monday,Dining Out,2,0
txn_0000166,user_0002,APPLEBEES #5097,16.69,2022-10-26,Wednesday,Dining Out,2,0
txn_0000167,user_0002,UBER EATS*4HNRIU,11.61,2022-11-14,Monday,Dining Out,2,0
txn_0000168,user_0002,PIZZA HUT #5847,17.89,2022-12-16,Friday,Dining Out,2,0
txn_0000169,user_0002,DOMINION ENERGY,50.0,2022-12-26,Monday,Utilities,2,0
txn_0000170,user_0002,AT&T*BILL,126.0,2022-05-21,Saturday,Phone & Internet,2,0
txn_0000171,user_0002,CHEVRON #751051,68.54,2022-04-23,Saturday,Transport,2,0
txn_0000172,user_0002,SUNOCO #810687,78.61,2022-04-28,Thursday,Transport,2,0
txn_0000173,user_0002,BP #758765,83.55,2022-05-27,Friday,Transport,2,0
txn_0000174,user_0002,EXXON MOBIL 94216001,25.12,2022-06-30,Thursday,Transport,2,0
txn_0000175,user_0002,SHELL OIL 51464269,47.26,2022-09-12,Monday,Transport,2,0
txn_0000176,user_0002,VALVOLINE #1546,5.25,2022-11-07,Monday,Transport,2,0
txn_0000177,user_0002,CARMAX AUTO FIN,64.0,2022-10-24,Monday,Vehicle Payment,2,0
txn_0000178,user_0002,GEICO INSURANCE,426.18,2022-06-01,Wednesday,Vehicle Insurance,2,0
txn_0000179,user_0002,GEICO INSURANCE,105.07,2022-06-17,Friday,Vehicle Insurance,2,0
txn_0000180,user_0002,GEICO INSURANCE,128.75,2022-08-01,Monday,Vehicle Insurance,2,0
txn_0000181,user_0002,CIGNA HEALTH,70.0,2022-10-04,Tuesday,Health Insurance,2,0
txn_0000182,user_0002,TOPGOLF #950,22.0,2022-09-29,Thursday,Entertainment,2,0
txn_0000183,user_0002,APPLE.COM/BILL,8.62,2022-06-01,Wednesday,Streaming,2,0
txn_0000184,user_0002,SPOTIFY USA,23.38,2022-09-04,Sunday,Streaming,2,0
txn_0000185,user_0002,WALMART #4696,66.67,2022-08-28,Sunday,Clothing,2,0
txn_0000186,user_0002,PETLAND #790,60.0,2022-12-13,Tuesday,Pets,2,0
txn_0000187,user_0002,TOTAL WINE #909,81.0,2022-07-07,Thursday,Alcohol,2,0
txn_0000188,user_0002,DRIZLY*ORDER,9.0,2022-10-13,Thursday,Alcohol,2,0
txn_0000189,user_0002,SPORT CLIPS #9791,40.0,2022-01-08,Saturday,Personal Care,2,0
txn_0000190,user_0002,TRUE VALUE #7242,90.24,2022-07-08,Friday,Home Improvement,2,0
txn_0000191,user_0002,WAYFAIR*ORDER,449.76,2022-12-11,Sunday,Home Improvement,2,0
txn_0000192,user_0002,PRUDENTIAL INS,59.32,2022-04-24,Sunday,Insurance,2,0
txn_0000193,user_0002,TRANSAMERICA,100.23,2022-06-17,Friday,Insurance,2,0
txn_0000194,user_0002,METLIFE INS,32.16,2022-10-15,Saturday,Insurance,2,0
txn_0000195,user_0002,TRANSAMERICA,312.26,2022-11-09,Wednesday,Insurance,2,0
txn_0000196,user_0002,PRUDENTIAL INS,152.7,2022-11-22,Tuesday,Insurance,2,0
txn_0000197,user_0002,CHARLES SCHWAB,134.67,2022-01-20,Thursday,Savings,2,0
txn_0000198,user_0002,BETTERMENT,522.0,2022-01-24,Monday,Savings,2,0
txn_0000199,user_0002,HABITAT HUMANITY,32.34,2022-03-11,Friday,Charitable Giving,2,0
txn_0000200,user_0002,GOODWILL DONAT,97.66,2022-05-01,Sunday,Charitable Giving,2,0
txn_0000201,user_0002,PROPERTY MGMT CO,1765.0,2022-07-09,Saturday,Rent / Mortgage,2,0
txn_0000202,user_0002,APPLE.COM/BILL,75.99,2022-02-20,Sunday,Other,2,0
txn_0000203,user_0002,GOOGLE*SERVICES,57.61,2022-08-01,Monday,Other,2,0
txn_0000204,user_0002,CASH APP*BNP84D,6.4,2022-12-02,Friday,Other,2,0
txn_0000205,user_0003,TRADER JOES,122.74,2022-01-11,Tuesday,Groceries,2,0
txn_0000206,user_0003,HEB #4538,102.4,2022-01-26,Wednesday,Groceries,2,0
txn_0000207,user_0003,TRADER JOES,164.81,2022-02-05,Saturday,Groceries,2,0
txn_0000208,user_0003,PUBLIX #3417,75.65,2022-03-06,Sunday,Groceries,2,0
txn_0000209,user_0003,HEB #1046,81.33,2022-04-16,Saturday,Groceries,2,0
txn_0000210,user_0003,SAFEWAY #3370,51.33,2022-05-05,Thursday,Groceries,2,0
txn_0000211,user_0003,KROGER #9850,41.59,2022-06-20,Monday,Groceries,2,0
txn_0000212,user_0003,SAFEWAY #3858,146.12,2022-10-11,Tuesday,Groceries,2,0
txn_0000213,user_0003,WHOLE FOODS MKT,72.63,2022-11-02,Wednesday,Groceries,2,0
txn_0000214,user_0003,WEGMANS #1422,7.26,2022-11-24,Thursday,Groceries,2,0
txn_0000215,user_0003,KROGER #1243,0.81,2022-11-25,Friday,Groceries,2,0
txn_0000216,user_0003,STARBUCKS #24996,27.19,2022-02-03,Thursday,Dining Out,2,0
txn_0000217,user_0003,OLIVE GARDEN #4522,51.19,2022-02-07,Monday,Dining Out,2,0
txn_0000218,user_0003,DOORDASH*QIMQOD,40.06,2022-02-11,Friday,Dining Out,2,0
txn_0000219,user_0003,DOORDASH*LJ8YRD,8.08,2022-03-07,Monday,Dining Out,2,0
txn_0000220,user_0003,STARBUCKS #22219,22.01,2022-03-17,Thursday,Dining Out,2,0
txn_0000221,user_0003,DOORDASH*D03UVU,14.27,2022-05-31,Tuesday,Dining Out,2,0
txn_0000222,user_0003,PANERA BREAD #3002,30.69,2022-06-14,Tuesday,Dining Out,2,0
txn_0000223,user_0003,DOORDASH*MX15Z8,13.54,2022-06-16,Thursday,Dining Out,2,0
txn_0000224,user_0003,PIZZA HUT #6119,10.75,2022-07-15,Friday,Dining Out,2,0
txn_0000225,user_0003,PANERA BREAD #2697,32.21,2022-07-25,Monday,Dining Out,2,0
txn_0000226,user_0003,PIZZA HUT #9313,27.4,2022-08-07,Sunday,Dining Out,2,0
txn_0000227,user_0003,CHICK-FIL-A #3535,40.33,2022-08-09,Tuesday,Dining Out,2,0
txn_0000228,user_0003,OLIVE GARDEN #8900,32.42,2022-08-16,Tuesday,Dining Out,2,0
txn_0000229,user_0003,CHICK-FIL-A #2773,19.56,2022-08-21,Sunday,Dining Out,2,0
txn_0000230,user_0003,PANERA BREAD #7022,41.52,2022-09-09,Friday,Dining Out,2,0
txn_0000231,user_0003,STARBUCKS #46512,47.78,2022-09-29,Thursday,Dining Out,2,0
txn_0000232,user_0003,PIZZA HUT #4705,57.91,2022-10-08,Saturday,Dining Out,2,0
txn_0000233,user_0003,DUNKIN #66244,43.97,2022-10-27,Thursday,Dining Out,2,0
txn_0000234,user_0003,DOMINOS #1430,24.03,2022-11-02,Wednesday,Dining Out,2,0
txn_0000235,user_0003,PIZZA HUT #5381,43.1,2022-11-08,Tuesday,Dining Out,2,0
txn_0000236,user_0003,MCDONALDS #33647,8.94,2022-11-21,Monday,Dining Out,2,0
txn_0000237,user_0003,SUBWAY #50499,11.74,2022-12-31,Saturday,Dining Out,2,0
txn_0000238,user_0003,PANERA BREAD #6751,1.3,2022-12-31,Saturday,Dining Out,2,0
txn_0000239,user_0003,PG&E,37.92,2022-07-25,Monday,Utilities,2,0
txn_0000240,user_0003,DUKE ENERGY,309.14,2022-10-17,Monday,Utilities,2,0
txn_0000241,user_0003,CON EDISON,63.94,2022-12-03,Saturday,Utilities,2,0
txn_0000242,user_0003,COX COMMUNICATIONS,46.52,2022-07-12,Tuesday,Phone & Internet,2,0
txn_0000243,user_0003,SPECTRUM*53537934,125.49,2022-08-03,Wednesday,Phone & Internet,2,0
txn_0000244,user_0003,VERIZON*WIRELESS,127.99,2022-08-21,Sunday,Phone & Internet,2,0
txn_0000245,user_0003,SHELL OIL 39597483,95.2,2022-02-28,Monday,Transport,2,0
txn_0000246,user_0003,SPEEDWAY #1897,34.07,2022-05-26,Thursday,Transport,2,0
txn_0000247,user_0003,SHELL OIL 37437207,84.37,2022-06-07,Tuesday,Transport,2,0
txn_0000248,user_0003,SUNOCO #321494,25.18,2022-06-26,Sunday,Transport,2,0
txn_0000249,user_0003,BP #901280,27.85,2022-09-07,Wednesday,Transport,2,0
txn_0000250,user_0003,SUNOCO #403507,58.22,2022-09-20,Tuesday,Transport,2,0
txn_0000251,user_0003,CIRCLE K #25726,56.62,2022-09-27,Tuesday,Transport,2,0
txn_0000252,user_0003,SHELL OIL 76757928,71.99,2022-10-31,Monday,Transport,2,0
txn_0000253,user_0003,SPEEDWAY #3878,55.79,2022-12-08,Thursday,Transport,2,0
txn_0000254,user_0003,BP #498676,39.11,2022-12-14,Wednesday,Transport,2,0
txn_0000255,user_0003,CHEVRON #624563,57.6,2022-12-14,Wednesday,Transport,2,0
txn_0000256,user_0003,URGENT CARE CTR,13.0,2022-10-14,Friday,Healthcare,2,0
txn_0000257,user_0003,HUMANA INSURANCE,192.08,2022-01-10,Monday,Health Insurance,2,0
txn_0000258,user_0003,BLUE CROSS BLUE SHIELD,981.76,2022-01-22,Saturday,Health Insurance,2,0
txn_0000259,user_0003,CIGNA HEALTH,464.16,2022-08-12,Friday,Health Insurance,2,0
txn_0000260,user_0003,TICKETMASTER,50.0,2022-10-22,Saturday,Entertainment,2,0
txn_0000261,user_0003,PARAMOUNT PLUS,18.1,2022-02-09,Wednesday,Streaming,2,0
txn_0000262,user_0003,DISNEY PLUS,21.26,2022-02-10,Thursday,Streaming,2,0
txn_0000263,user_0003,APPLE.COM/BILL,14.49,2022-02-28,Monday,Streaming,2,0
txn_0000264,user_0003,APPLE.COM/BILL,7.47,2022-03-28,Monday,Streaming,2,0
txn_0000265,user_0003,HULU,5.28,2022-04-24,Sunday,Streaming,2,0
txn_0000266,user_0003,DISNEY PLUS,12.33,2022-06-08,Wednesday,Streaming,2,0
txn_0000267,user_0003,SPOTIFY USA,23.39,2022-06-23,Thursday,Streaming,2,0
txn_0000268,user_0003,HULU,19.14,2022-07-22,Friday,Streaming,2,0
txn_0000269,user_0003,HBO MAX,24.1,2022-07-25,Monday,Streaming,2,0
txn_0000270,user_0003,DISNEY PLUS,26.14,2022-09-19,Monday,Streaming,2,0
txn_0000271,user_0003,HULU,6.84,2022-09-26,Monday,Streaming,2,0
txn_0000272,user_0003,YOUTUBE PREMIUM,19.31,2022-09-29,Thursday,Streaming,2,0
txn_0000273,user_0003,HULU,1.93,2022-10-29,Saturday,Streaming,2,0
txn_0000274,user_0003,SPOTIFY USA,0.21,2022-11-21,Monday,Streaming,2,0
txn_0000275,user_0003,H&M #9095,33.33,2022-04-01,Friday,Clothing,2,0
txn_0000276,user_0003,GREAT CLIPS #6085,40.55,2022-03-19,Saturday,Personal Care,2,0
txn_0000277,user_0003,ULTA BEAUTY #8404,47.33,2022-05-21,Saturday,Personal Care,2,0
txn_0000278,user_0003,GREAT CLIPS #1932,48.4,2022-06-11,Saturday,Personal Care,2,0
txn_0000279,user_0003,SPORT CLIPS #5703,55.32,2022-08-15,Monday,Personal Care,2,0
txn_0000280,user_0003,GREAT CLIPS #2479,68.98,2022-08-15,Monday,Personal Care,2,0
txn_0000281,user_0003,SEPHORA #9307,52.72,2022-09-17,Saturday,Personal Care,2,0
txn_0000282,user_0003,ULTA BEAUTY #8581,6.03,2022-10-31,Monday,Personal Care,2,0
txn_0000283,user_0003,SEPHORA #1672,0.6,2022-11-18,Friday,Personal Care,2,0
txn_0000284,user_0003,ULTA BEAUTY #4084,0.07,2022-11-20,Sunday,Personal Care,2,0
txn_0000285,user_0003,WILLIAMS SONOMA,230.0,2022-06-14,Tuesday,Home Improvement,2,0
txn_0000286,user_0003,TRANSAMERICA,187.45,2022-01-27,Thursday,Insurance,2,0
txn_0000287,user_0003,TRANSAMERICA,336.22,2022-06-23,Thursday,Insurance,2,0
txn_0000288,user_0003,METLIFE INS,170.87,2022-07-06,Wednesday,Insurance,2,0
txn_0000289,user_0003,ALLSTATE LIFE,288.38,2022-07-10,Sunday,Insurance,2,0
txn_0000290,user_0003,METLIFE INS,296.98,2022-07-18,Monday,Insurance,2,0
txn_0000291,user_0003,ALLSTATE LIFE,284.4,2022-07-29,Friday,Insurance,2,0
txn_0000292,user_0003,NEW YORK LIFE,28.44,2022-08-13,Saturday,Insurance,2,0
